,ReviewerID,ProductID,Rating,unixReviewTime
120,48738,5019281.0,4.0,1388880000
121,43932,5019281.0,5.0,1388620800
122,30857,5019281.0,5.0,1385596800
123,30121,5019281.0,3.0,1388275200
124,48062,5019281.0,5.0,1059004800
125,52787,5019281.0,4.0,1275177600
126,24641,5019281.0,5.0,1260576000
127,5755,5019281.0,3.0,1357603200
128,18387,5019281.0,4.0,1388707200
129,35735,5019281.0,5.0,1388880000
130,64007,5019281.0,5.0,1300752000
131,52200,5019281.0,5.0,1388707200
132,30429,5019281.0,5.0,1248912000
133,46166,5019281.0,4.0,1265414400
134,30248,5019281.0,5.0,1199577600
135,65808,5019281.0,5.0,1012176000
136,4220,5019281.0,5.0,1357516800
137,45206,5019281.0,4.0,1359849600
138,22921,5019281.0,5.0,1229731200
139,23864,5019281.0,5.0,1325462400
140,67469,5019281.0,5.0,1168300800
141,37273,5019281.0,4.0,1392163200
142,5553,5019281.0,4.0,1388966400
143,50678,5019281.0,3.0,1388188800
144,47764,5019281.0,4.0,1388534400
145,3583,5019281.0,5.0,1267142400
146,14635,5019281.0,3.0,1388620800
147,32813,5019281.0,5.0,1382572800
148,58209,5019281.0,4.0,1371081600
149,8460,5019281.0,5.0,1358035200
150,56522,5019281.0,4.0,1388793600
151,13319,5019281.0,5.0,1388102400
152,50237,5019281.0,5.0,1388016000
153,46115,5019281.0,3.0,1387324800
154,54306,5019281.0,5.0,1327363200
155,5975,5019281.0,5.0,1354060800
156,32277,5019281.0,5.0,1359504000
157,38022,5019281.0,5.0,1384387200
158,50215,5019281.0,5.0,1357603200
159,24305,5019281.0,5.0,1355443200
160,46484,5019281.0,5.0,1236988800
161,46567,5019281.0,5.0,1359936000
162,5234,5019281.0,5.0,1355788800
163,48758,5019281.0,5.0,1392336000
164,35576,5019281.0,5.0,1311033600
165,24129,5019281.0,4.0,1373673600
166,4447,5019281.0,5.0,1388534400
167,22585,5019281.0,1.0,1260921600
168,8418,5019281.0,4.0,1355788800
169,6822,5019281.0,3.0,1388448000
170,3679,5019281.0,5.0,1355961600
171,60505,5019281.0,4.0,1388707200
172,7481,5019281.0,5.0,1198972800
173,5550,5019281.0,4.0,1367625600
174,46384,5019281.0,3.0,1387497600
175,39355,5019281.0,1.0,1354406400
176,14334,5019281.0,5.0,1387324800
177,68259,5019281.0,4.0,1356393600
178,27510,5019281.0,5.0,1378339200
179,41348,5019281.0,5.0,1264809600
180,1633,5019281.0,5.0,1378425600
181,36594,5019281.0,5.0,1399420800
182,14713,5019281.0,5.0,1132963200
183,44293,5019281.0,5.0,1364601600
184,51298,5019281.0,2.0,1384905600
185,47821,5019281.0,3.0,1388361600
186,19672,5019281.0,5.0,1356480000
187,34866,5019281.0,5.0,1353715200
188,60811,5019281.0,5.0,1356998400
189,38601,5019281.0,5.0,1356652800
190,52767,5019281.0,5.0,1361664000
191,41462,5019281.0,4.0,1198454400
192,36876,5019281.0,4.0,1388102400
193,23707,5019281.0,5.0,1357430400
194,30356,5019281.0,5.0,1387843200
195,60947,5019281.0,3.0,1199145600
196,44771,5019281.0,5.0,1388707200
197,28860,5019281.0,4.0,1387238400
198,39826,5019281.0,5.0,1391817600
199,54267,5019281.0,5.0,1360368000
200,25303,5019281.0,5.0,1202428800
201,16288,5019281.0,4.0,1389484800
202,41208,5019281.0,3.0,1388448000
203,48633,5019281.0,3.0,1388707200
204,17991,5019281.0,4.0,1385856000
205,55934,5019281.0,5.0,1318896000
206,45680,5019281.0,4.0,1388707200
207,4519,5019281.0,5.0,1293926400
208,23899,5019281.0,5.0,1231804800
209,6896,5019281.0,3.0,1388448000
210,5479,5019281.0,4.0,1388361600
211,32991,5019281.0,5.0,1259971200
212,12569,5019281.0,5.0,1127260800
213,25006,5019281.0,4.0,1357948800
214,24391,5019281.0,5.0,1387756800
215,12935,5019281.0,5.0,1040601600
216,45109,5019281.0,5.0,1388793600
217,15277,5019281.0,4.0,1003449600
218,7879,5019281.0,4.0,1261526400
219,52318,5019281.0,4.0,1162771200
220,22352,5019281.0,5.0,1389225600
221,51621,5019281.0,5.0,1388793600
222,37731,5019281.0,3.0,1387497600
223,6208,5019281.0,5.0,1351468800
224,44558,5019281.0,5.0,1101686400
225,59250,5019281.0,5.0,1391040000
226,4257,5019281.0,5.0,1387324800
227,23353,5019281.0,5.0,1355616000
228,66218,5019281.0,5.0,1389052800
229,37515,5019281.0,5.0,1388793600
230,5002,5019281.0,5.0,1390780800
231,55106,5019281.0,5.0,1394841600
232,1030,5019281.0,5.0,1356480000
233,56515,5019281.0,5.0,1359244800
234,7919,5019281.0,5.0,1389916800
235,56943,5019281.0,4.0,1231545600
236,49562,5019281.0,5.0,1387497600
237,6543,5019281.0,5.0,1387756800
238,50655,5019281.0,3.0,1384473600
239,25397,5019281.0,5.0,1386547200
240,68049,5019281.0,5.0,1358380800
241,53199,5019281.0,4.0,1388275200
242,46567,5019281.0,5.0,1389225600
243,10923,5019281.0,4.0,1353715200
244,60234,5019281.0,5.0,1391126400
245,1765,5019281.0,4.0,1380931200
246,19190,5019281.0,5.0,1370131200
247,38865,5019281.0,5.0,1359158400
248,64110,5019281.0,4.0,1386979200
249,49388,5019281.0,4.0,1389312000
250,46337,5019281.0,3.0,1359158400
251,42333,5019281.0,3.0,1008028800
252,23131,5019281.0,5.0,1358467200
253,1119,5019281.0,2.0,1389139200
254,64062,5019281.0,5.0,1353110400
255,10610,5019281.0,5.0,1041292800
256,4375,5019281.0,5.0,1404950400
257,43575,5019281.0,5.0,1356652800
258,35563,5019281.0,4.0,1122249600
259,55581,5019281.0,3.0,1164412800
260,9197,5019281.0,4.0,1388793600
261,64864,5019281.0,5.0,1388448000
262,4365,5019281.0,5.0,1379894400
263,7560,5019281.0,5.0,1356480000
264,53103,5019281.0,5.0,1311033600
265,37780,5019281.0,5.0,1359331200
266,9972,5019281.0,5.0,1351814400
267,27065,5019281.0,5.0,1036195200
268,37447,5019281.0,5.0,1323993600
269,27876,5019281.0,5.0,1357948800
270,34420,5019281.0,5.0,1357689600
271,29460,5019281.0,5.0,1264032000
272,46606,5019281.0,5.0,1389139200
273,2084,5019281.0,5.0,1354579200
274,51314,5019281.0,5.0,1375660800
275,9803,5019281.0,5.0,1166400000
276,33405,5019281.0,5.0,1325030400
277,3552,5019281.0,5.0,1331769600
278,1136,5019281.0,4.0,1389052800
279,68391,5019281.0,5.0,1388016000
280,51622,5019281.0,5.0,1396483200
281,31291,5019281.0,5.0,1353542400
282,1964,5019281.0,5.0,1388361600
283,30928,5019281.0,3.0,1385251200
284,56245,5019281.0,5.0,1387929600
285,69937,5019281.0,5.0,1386028800
286,48955,5019281.0,4.0,1392681600
287,9843,5019281.0,5.0,1388188800
288,12873,5019281.0,5.0,1388275200
289,27164,5019281.0,4.0,1264809600
290,56199,5019281.0,5.0,1040601600
291,41353,5019281.0,5.0,1361145600
292,58787,5019281.0,4.0,1248825600
293,44018,5019281.0,5.0,1356480000
294,23273,5019281.0,4.0,968716800
295,11744,5019281.0,5.0,1202428800
296,10170,5019281.0,2.0,1387756800
297,9785,5019281.0,3.0,1386720000
298,65822,5019281.0,5.0,1358640000
299,66604,5019281.0,4.0,1388534400
300,31030,5019281.0,4.0,1358467200
301,68788,5019281.0,5.0,1360886400
302,40098,5019281.0,5.0,1356739200
303,53312,5019281.0,5.0,1404950400
304,67351,5019281.0,4.0,1168473600
305,66625,5019281.0,5.0,1199750400
306,66573,5019281.0,5.0,1349740800
307,42769,5019281.0,5.0,1368835200
308,2691,5019281.0,5.0,1260230400
309,13275,5019281.0,5.0,1358726400
310,39450,5019281.0,5.0,1261094400
311,62759,5019281.0,5.0,1359158400
312,25986,5019281.0,5.0,1390694400
313,59268,5019281.0,5.0,1384819200
314,50614,5019281.0,5.0,1356480000
315,4538,5019281.0,5.0,1392163200
316,68655,5019281.0,5.0,1396569600
317,51791,5019281.0,5.0,1380672000
318,31071,5019281.0,5.0,1169164800
319,854,5019281.0,4.0,1384905600
320,42820,5019281.0,4.0,1387238400
321,62638,5019281.0,4.0,1388361600
322,1188,5019281.0,5.0,1392163200
323,58499,5019281.0,5.0,1224892800
324,48301,5019281.0,3.0,1264291200
325,35502,5019281.0,4.0,1231286400
326,52463,5019281.0,5.0,1357344000
327,22593,5019281.0,4.0,1388188800
328,4532,5019281.0,4.0,1202428800
329,14318,5019281.0,5.0,1168992000
330,15845,5019281.0,5.0,1387670400
331,22138,5019281.0,4.0,1354233600
332,41702,5019281.0,4.0,1388102400
333,62115,5019281.0,5.0,1386633600
334,22633,5019281.0,4.0,1388707200
335,10256,5019281.0,5.0,1389052800
336,52871,5019281.0,5.0,1404259200
337,65500,5019281.0,5.0,1292889600
338,27879,5019281.0,3.0,1388361600
339,21340,5019281.0,4.0,1389484800
340,14557,5019281.0,5.0,1401235200
341,64789,5019281.0,4.0,1389571200
342,60536,5019281.0,4.0,1388102400
343,26355,5019281.0,5.0,1313539200
344,67924,5019281.0,5.0,1388793600
345,28526,5019281.0,5.0,1391472000
346,66963,5019281.0,5.0,1392249600
347,448,5019281.0,5.0,1231804800
348,41569,5019281.0,5.0,1389225600
349,15331,5019281.0,5.0,1388361600
350,30504,5019281.0,3.0,1102377600
351,65512,5019281.0,5.0,1291852800
352,22915,5019281.0,2.0,1386979200
353,138,5019281.0,3.0,1356912000
354,67771,5019281.0,5.0,1356912000
355,9906,5019281.0,5.0,1168732800
356,8898,5019281.0,5.0,1231200000
357,12665,5019281.0,5.0,1361145600
358,938,5019281.0,4.0,1260662400
359,59268,5019281.0,5.0,1389139200
360,42573,5019281.0,5.0,1388620800
361,59910,5019281.0,4.0,1387238400
362,60095,5019281.0,5.0,1200268800
363,56501,5019281.0,5.0,1387065600
364,27476,5019281.0,5.0,1388016000
365,61053,5019281.0,5.0,1166918400
366,39462,5019281.0,5.0,1357171200
367,47603,5019281.0,5.0,1388016000
368,62271,5019281.0,4.0,1385510400
369,4647,,3.0,1352419200
370,57072,5041104.0,5.0,1235433600
371,47759,5048524.0,2.0,1314921600
372,6941,5048524.0,5.0,1392249600
373,65344,5054885.0,3.0,1344384000
374,28735,5055121.0,5.0,1246320000
375,33856,5059836.0,5.0,1383523200
376,9974,5059836.0,5.0,1319414400
377,62103,5089549.0,5.0,1277596800
378,17945,5089549.0,5.0,1404864000
379,2163,5089549.0,5.0,1385424000
380,58969,5092663.0,5.0,998784000
381,39519,5092663.0,5.0,984009600
382,30096,5092663.0,5.0,977702400
383,14753,5092663.0,5.0,1383696000
384,58022,5092663.0,2.0,1398988800
385,66181,5097231.0,5.0,1365379200
386,3662,5097258.0,4.0,1366675200
387,18289,5097258.0,1.0,1404172800
388,26137,5097258.0,4.0,1312156800
389,28708,,5.0,1192147200
390,31062,5114349.0,2.0,1198972800
391,52643,5114349.0,3.0,1163203200
392,9239,5114349.0,5.0,1195171200
393,6285,5119367.0,5.0,1371859200
394,39309,5119367.0,4.0,1152144000
395,17302,5119367.0,5.0,1272672000
396,49391,5119367.0,5.0,1295913600
397,37519,5119367.0,5.0,1110844800
398,1022,5119367.0,5.0,1077321600
399,66206,5119367.0,5.0,1232582400
400,6581,5119367.0,5.0,1360195200
401,29435,5119367.0,5.0,1379548800
402,11921,5119367.0,5.0,1161993600
403,39628,5119367.0,5.0,1389744000
404,21708,5119367.0,5.0,1219881600
405,16064,5119367.0,5.0,1255132800
406,69188,5119367.0,5.0,1277424000
407,12971,5119367.0,5.0,1400716800
408,32640,5119367.0,5.0,1370649600
409,28288,5119367.0,5.0,1370390400
410,66341,5119367.0,5.0,1163030400
411,57424,5119367.0,5.0,1104969600
412,14529,5119367.0,5.0,1356393600
413,50551,5119367.0,5.0,1173312000
414,1521,5119367.0,5.0,1398211200
415,17437,5119367.0,5.0,1385424000
416,61015,5119367.0,5.0,1329955200
417,3849,5119367.0,5.0,1384300800
418,63218,5119367.0,5.0,1179100800
419,39448,5119367.0,5.0,1395705600
420,43876,5119367.0,5.0,1286755200
421,46822,5119367.0,5.0,1250726400
422,62613,5119367.0,5.0,1353715200
423,63711,5119367.0,5.0,1388275200
424,58226,5119367.0,4.0,1177718400
425,67061,5119367.0,5.0,1125273600
426,56913,5119367.0,5.0,1124064000
427,60987,5119367.0,5.0,1360454400
428,36382,5119367.0,5.0,1391385600
429,16931,5119367.0,5.0,1364947200
430,63482,5119367.0,5.0,1123545600
431,49952,5119367.0,5.0,1398902400
432,53367,5119367.0,4.0,1363737600
433,38156,5119367.0,5.0,1319155200
434,29168,5119367.0,5.0,1366416000
435,45245,5119367.0,4.0,1077753600
436,64804,5119367.0,5.0,1393113600
437,38553,5119367.0,5.0,1322179200
438,15918,5119367.0,5.0,1322870400
439,4425,5119367.0,5.0,1173312000
440,69671,5119367.0,5.0,1052784000
441,32179,5119367.0,5.0,1375228800
442,8824,5119367.0,5.0,1197849600
443,9595,5119367.0,2.0,1276387200
444,66115,5119367.0,5.0,1393545600
445,14214,5119367.0,5.0,1173916800
446,42890,5119367.0,5.0,1339372800
447,13861,5119367.0,5.0,1367366400
448,6167,5119367.0,5.0,1202515200
449,24339,5119367.0,5.0,1355184000
450,44495,5119367.0,5.0,1366243200
451,34854,5119367.0,5.0,1126569600
452,11598,5119367.0,5.0,1178236800
453,8875,5119367.0,1.0,1231286400
454,42611,5119367.0,1.0,1360540800
455,43726,5119367.0,5.0,1238544000
456,31317,5119367.0,5.0,1350259200
457,20126,5119367.0,5.0,1178928000
458,17671,5119367.0,5.0,1141257600
459,2028,5119367.0,4.0,1365033600
460,4992,5119367.0,5.0,1286496000
461,13221,5119367.0,5.0,1260576000
462,28850,5119367.0,3.0,1196640000
463,51182,5119367.0,5.0,1215993600
464,60858,5119367.0,5.0,1255305600
465,63263,5119367.0,5.0,1370736000
466,46421,5119367.0,5.0,1393200000
467,16808,5119367.0,5.0,1366848000
468,50206,5119367.0,5.0,1229904000
469,44604,5119367.0,3.0,1398556800
470,28411,5119367.0,5.0,1216252800
471,45824,5119367.0,5.0,1351900800
472,53369,5119367.0,5.0,1143072000
473,26653,5119367.0,5.0,1391990400
474,13141,5119367.0,5.0,1206403200
475,55572,5119367.0,5.0,1361404800
476,43919,5119367.0,5.0,1368057600
477,29928,5119367.0,5.0,1168300800
478,6522,5119367.0,5.0,1402444800
479,38073,5119367.0,5.0,1389484800
480,43468,5119367.0,5.0,1164412800
481,63634,5119367.0,2.0,1264723200
482,62327,5119367.0,5.0,1347148800
483,59456,5119367.0,5.0,1222732800
484,38456,5119367.0,5.0,1134259200
485,40534,5119367.0,5.0,1123459200
486,9850,5119367.0,4.0,1163030400
487,41746,5119367.0,5.0,1184889600
488,3401,5119367.0,5.0,1357084800
489,64991,5119367.0,5.0,1349136000
490,66550,5119367.0,5.0,1360022400
491,16148,5119367.0,5.0,1392249600
492,4772,5119367.0,5.0,1381017600
493,36661,5119367.0,5.0,1376265600
494,28273,5119367.0,5.0,1113350400
495,56912,5119367.0,5.0,1392595200
496,43686,5119367.0,5.0,1376956800
497,66800,5119367.0,5.0,1388016000
498,5887,5119367.0,5.0,1372032000
499,16902,5119367.0,5.0,1392595200
500,14782,5119367.0,5.0,1356652800
501,48575,5119367.0,5.0,1373500800
502,39487,5119367.0,5.0,1128038400
503,28732,5119367.0,5.0,1404172800
504,68779,5119367.0,5.0,1008720000
505,58747,5119367.0,5.0,1342310400
506,68381,5119367.0,5.0,1366675200
507,66546,5119367.0,5.0,1238112000
508,48977,5119367.0,5.0,1388793600
509,1909,5119367.0,4.0,1391644800
510,20566,5119367.0,5.0,974937600
511,1174,5119367.0,5.0,1401753600
512,3261,5119367.0,5.0,1114041600
513,21436,5119367.0,5.0,1266624000
514,33249,5119367.0,5.0,1397520000
515,45730,5119367.0,4.0,1404691200
516,54593,5119367.0,5.0,1176249600
517,47667,5119367.0,5.0,1386806400
518,60689,5119367.0,4.0,1387065600
519,7508,5119367.0,5.0,1035417600
520,22934,5119367.0,5.0,1182902400
521,56262,5119367.0,5.0,1143417600
522,32565,5119367.0,5.0,1362096000
523,41492,5119367.0,5.0,954460800
524,66904,5119367.0,1.0,1278547200
525,34984,5119367.0,5.0,1402876800
526,67357,5119367.0,4.0,1282435200
527,59592,5119367.0,5.0,1395014400
528,2848,5119367.0,5.0,1328140800
529,29418,5119367.0,5.0,1304380800
530,16319,5119367.0,5.0,1347408000
531,20269,5119367.0,5.0,1365033600
532,42000,5119367.0,3.0,1348185600
533,25264,5119367.0,5.0,1388188800
534,46200,5119367.0,5.0,960336000
535,62103,5119367.0,5.0,1395792000
536,65319,5119367.0,5.0,1404518400
537,29410,5119367.0,5.0,1169251200
538,3642,5119367.0,5.0,1360886400
539,69827,5119367.0,5.0,1396483200
540,28605,5119367.0,5.0,1260662400
541,34958,5119367.0,4.0,1361318400
542,19442,5119367.0,5.0,1226793600
543,33233,5119367.0,4.0,1394668800
544,54181,5119367.0,5.0,1391990400
545,60886,5119367.0,5.0,1359072000
546,40433,5119367.0,5.0,1152662400
547,42058,5119367.0,5.0,1245715200
548,9940,5119367.0,5.0,946339200
549,61545,5119367.0,5.0,1140566400
550,28331,5119367.0,5.0,1242864000
551,32346,5119367.0,4.0,1371686400
552,36155,5119367.0,5.0,1297987200
553,51592,5119367.0,5.0,1358035200
554,61959,5119367.0,5.0,1388966400
555,1686,5119367.0,5.0,1398988800
556,69622,5119367.0,5.0,1360454400
557,22648,5119367.0,5.0,1275609600
558,5833,5119367.0,5.0,1203379200
559,36240,5119367.0,5.0,1331078400
560,55986,5119367.0,5.0,985910400
561,33582,5119367.0,5.0,1369180800
562,18493,5119367.0,5.0,1400284800
563,64016,5119367.0,5.0,1017446400
564,39575,5119367.0,5.0,1368057600
565,64900,5119367.0,5.0,1296172800
566,29030,5119367.0,5.0,1335139200
567,63,5119367.0,5.0,1380931200
568,5881,5119367.0,5.0,1239321600
569,63995,5119367.0,5.0,1191628800
570,60841,5119367.0,5.0,1140652800
571,19865,5119367.0,5.0,1390176000
572,27155,5119367.0,5.0,1388966400
573,4776,5119367.0,4.0,978566400
574,54668,5119367.0,5.0,1316908800
575,13393,5119367.0,5.0,1297468800
576,51267,5119367.0,5.0,943833600
577,42359,5119367.0,5.0,1322438400
578,57685,5119367.0,5.0,1400284800
579,18916,5119367.0,5.0,1292284800
580,24788,5119367.0,5.0,1113177600
581,38954,5119367.0,5.0,1381881600
582,10819,5119367.0,4.0,1142726400
583,44896,5119367.0,5.0,1251072000
584,63875,5119367.0,5.0,1342569600
585,8276,5119367.0,5.0,1389139200
586,27209,5119367.0,4.0,957139200
587,57857,5119367.0,5.0,1354233600
588,64282,5119367.0,5.0,1021680000
589,60526,5119367.0,5.0,1268438400
590,18110,5119367.0,5.0,1231891200
591,68587,5119367.0,5.0,943574400
592,35493,5119367.0,5.0,1054771200
593,3140,5119367.0,5.0,1358035200
594,1462,5119367.0,5.0,1248739200
595,58326,5119367.0,5.0,1171756800
596,30060,5119367.0,5.0,1364428800
597,39226,5119367.0,5.0,1367280000
598,66308,5119367.0,5.0,1250640000
599,36895,5119367.0,5.0,1373414400
600,28258,5119367.0,1.0,1298851200
601,25133,5119367.0,5.0,1240012800
602,34665,5119367.0,5.0,1365638400
603,57353,5119367.0,5.0,1358294400
604,10994,5119367.0,5.0,932774400
605,45182,5119367.0,5.0,1387756800
606,25242,5119367.0,5.0,1279929600
607,27544,5119367.0,5.0,1068940800
608,67817,5119367.0,5.0,1391472000
609,2008,5119367.0,5.0,906768000
610,54447,5119367.0,5.0,1295136000
611,11055,5119367.0,5.0,1402531200
612,65110,5119367.0,5.0,1394582400
613,21656,5119367.0,4.0,1031702400
614,35627,5119367.0,5.0,1357257600
615,20002,5119367.0,5.0,1353888000
616,2332,5119367.0,5.0,1233273600
617,15074,5119367.0,5.0,1361577600
618,16003,5119367.0,5.0,1389312000
619,33808,5119367.0,4.0,1248652800
620,54092,5119367.0,5.0,1373155200
621,9455,5119367.0,5.0,1329782400
622,2173,5119367.0,5.0,1142208000
623,1311,5119367.0,5.0,1141084800
624,56063,5119367.0,5.0,1023062400
625,63907,5119367.0,5.0,1383782400
626,53457,5119367.0,5.0,1172620800
627,31418,5119367.0,5.0,1392249600
628,1558,5119367.0,5.0,1376524800
629,33976,5119367.0,5.0,1319932800
630,21970,5119367.0,5.0,1384300800
631,69318,5119367.0,5.0,1370390400
632,50052,5119367.0,4.0,1285804800
633,15193,5119367.0,5.0,1400284800
634,8165,5119367.0,5.0,1356566400
635,52954,5119367.0,5.0,1390262400
636,16386,5123909.0,4.0,1093392000
637,62912,5123909.0,5.0,1239753600
638,49212,5134188.0,5.0,1333584000
639,13453,5134188.0,5.0,1252713600
640,19665,5165687.0,4.0,1183680000
641,14772,5165687.0,5.0,1280188800
642,56825,5200288.0,5.0,1267056000
643,46254,5253446.0,5.0,1392508800
644,59869,5253500.0,5.0,1180137600
645,27099,5257832.0,5.0,1095984000
646,68938,5257859.0,5.0,1095897600
647,19806,5257891.0,5.0,1095897600
648,30498,5419263.0,5.0,1370908800
649,42590,5419263.0,5.0,1311638400
650,39530,5419263.0,5.0,1254009600
651,47055,5419263.0,5.0,1203120000
652,46139,5445825.0,5.0,1393632000
653,48171,5445825.0,5.0,1085875200
654,48234,5445825.0,5.0,1294790400
655,28374,5452287.0,5.0,1369699200
656,51428,,5.0,1268438400
657,30761,6588204.0,5.0,1250899200
658,18516,6588204.0,5.0,1198454400
659,42608,6588204.0,5.0,1302048000
660,27192,6588204.0,5.0,1389830400
661,31025,6588204.0,5.0,1374537600
662,26195,6588204.0,4.0,1388361600
663,63017,6588204.0,5.0,1276560000
664,58130,6886558.0,5.0,1256256000
665,14979,6886558.0,5.0,1314835200
666,21455,11528230.0,1.0,1343692800
667,66605,12175447.0,5.0,1352764800
668,39682,,5.0,1327017600
669,33889,73213071.0,5.0,1366675200
670,43789,73259152.0,5.0,1369785600
671,52353,73291404.0,5.0,1355788800
672,43048,73325570.0,4.0,1361145600
673,64559,73325570.0,5.0,1255392000
674,51809,73378208.0,2.0,1370131200
675,64831,73378208.0,2.0,1313366400
676,10991,73378208.0,4.0,1324252800
677,63475,73378208.0,3.0,1382745600
678,19702,73378208.0,5.0,1369094400
679,8512,73378208.0,1.0,1339372800
680,16276,73378208.0,5.0,1330300800
681,67130,73378208.0,4.0,1403654400
682,46538,73378208.0,3.0,1357430400
683,575,73378208.0,5.0,1400112000
684,21314,73378208.0,5.0,1376524800
685,28804,73378208.0,4.0,1341187200
686,3945,73378208.0,1.0,1403654400
687,48728,73378208.0,4.0,1360022400
688,34843,73378208.0,1.0,1321660800
689,32403,73378208.0,5.0,1356566400
690,35012,73378208.0,5.0,1392422400
691,35223,77479637.0,1.0,1327363200
692,69779,77479637.0,1.0,1337817600
693,6826,77479637.0,4.0,1294617600
694,49454,78296757.0,5.0,1212883200
695,62852,78618886.0,5.0,1387238400
696,40728,78698146.0,5.0,1324339200
697,26483,101529376.0,5.0,1405209600
698,69595,126604258.0,1.0,1358553600
699,58056,,2.0,1225497600
700,49387,130359742.0,1.0,1363737600
701,1320,130473456.0,5.0,1196640000
702,510,130861383.0,1.0,972518400
